Wall time,Step,Value
1600657429.2508674,0,0.22879157960414886
1600657574.341571,1,0.19614462554454803
1600657726.586222,2,0.19553758203983307
1600657876.7296414,3,0.19427306950092316
1600658021.0572085,4,0.19217491149902344
1600658144.4038918,5,0.18905587494373322
1600658267.709534,6,0.18565721809864044
1600658390.674796,7,0.18096505105495453
1600658513.6226492,8,0.1758214384317398
1600658636.5910954,9,0.16879677772521973
1600658759.5687387,10,0.16102103888988495
1600658882.419281,11,0.15319335460662842
1600659005.3725164,12,0.1509246528148651
1600659128.3307092,13,0.1385200172662735
1600659251.2691374,14,0.13141822814941406
1600659374.1745105,15,0.12783382833003998
1600659497.0707378,16,0.11933007091283798
1600659620.051188,17,0.11543970555067062
1600659743.015322,18,0.11022575944662094
1600659865.9420927,19,0.10597041249275208
1600659988.920639,20,0.10177888721227646
1600660111.9342737,21,0.09855883568525314
1600660234.8772638,22,0.0962928757071495
1600660357.8635855,23,0.09079767018556595
1600660481.655901,24,0.0932299792766571
1600660605.1201086,25,0.08569784462451935
1600660728.4288719,26,0.08172166347503662
1600660851.664902,27,0.08103413879871368
1600660974.9179463,28,0.0777144655585289
1600661098.2567976,29,0.07430940866470337
1600661221.579708,30,0.07307334244251251
1600661344.7575407,31,0.06969616562128067
1600661467.8650093,32,0.06783155351877213
1600661590.678741,33,0.0657130554318428
1600661713.5842197,34,0.06392916291952133
1600661836.4698083,35,0.06239289790391922
1600661959.443274,36,0.060813821852207184
1600662082.2358685,37,0.06016681343317032
1600662205.2181976,38,0.05676492303609848
1600662328.1461606,39,0.05546519532799721
1600662451.1032891,40,0.05371479317545891
1600662574.1492007,41,0.05206106975674629
1600662697.0613642,42,0.04993206635117531
1600662819.8948996,43,0.04940557852387428
1600662942.8505862,44,0.048576947301626205
1600663065.7448375,45,0.04771675541996956
1600663188.7110035,46,0.04577726498246193
1600663311.564918,47,0.04327607899904251
1600663434.5108993,48,0.04279797151684761
1600663557.4887877,49,0.04242567718029022
