Wall time,Step,Value
1600701332.3289106,0,0.6772534847259521
1600701489.9168465,1,0.6301701664924622
1600701648.3801608,2,0.6188990473747253
1600701794.0246036,3,0.6046400666236877
1600701928.6702158,4,0.5890598893165588
1600702063.5838141,5,0.571764349937439
1600702198.0958643,6,0.5531272888183594
1600702333.512647,7,0.5319437980651855
1600702468.4738114,8,0.5078199505805969
1600702603.8997438,9,0.4838493764400482
1600702737.5220413,10,0.4565684497356415
1600702871.298131,11,0.42995691299438477
1600703004.760618,12,0.4069756269454956
1600703137.0815303,13,0.3846909701824188
1600703260.5251794,14,0.36315441131591797
1600703383.9792988,15,0.34393730759620667
1600703507.4201214,16,0.32637688517570496
1600703630.920861,17,0.31072187423706055
1600703754.3522193,18,0.294209748506546
1600703877.8287346,19,0.2805619239807129
1600704001.2736268,20,0.268551766872406
1600704124.6975937,21,0.2581595778465271
1600704248.4940398,22,0.24786324799060822
1600704372.053161,23,0.23705385625362396
1600704495.541011,24,0.2291945517063141
1600704619.2072248,25,0.21909424662590027
1600704742.7361765,26,0.21115288138389587
1600704866.3561296,27,0.2054177224636078
1600704989.990784,28,0.1968173086643219
1600705113.3627837,29,0.19008643925189972
1600705236.3083136,30,0.18532811105251312
1600705360.507368,31,0.17877140641212463
1600705483.4911106,32,0.17323648929595947
1600705606.4456456,33,0.16928459703922272
1600705729.418924,34,0.16356946527957916
1600705852.3388577,35,0.15961810946464539
1600705975.2209585,36,0.15513338148593903
1600706098.100057,37,0.15635628998279572
1600706221.0663142,38,0.14965541660785675
1600706343.958622,39,0.1456860899925232
1600706466.8469617,40,0.13870838284492493
1600706589.679584,41,0.13660065829753876
1600706712.6756995,42,0.13728487491607666
1600706835.5690553,43,0.13190394639968872
1600706958.4063458,44,0.128729909658432
1600707081.2948835,45,0.1278255432844162
1600707204.1558263,46,0.1230129599571228
1600707327.0195482,47,0.12203391641378403
1600707449.8247042,48,0.11813393980264664
1600707572.6948614,49,0.11837559193372726
