2020-08-14T14:35:59.943385|[0.0, 0.0, 0.0, 0.0, 6.20373344421387, 3.0]
2020-08-14T14:36:00.182142|[0.0, 0.0, 0.0, 0.0, 6.23774528503418, 3.0]
2020-08-14T14:36:00.404932|[-1.0, 0.0, 0.0, 1.0, 6.2270450592041, 3.0]
2020-08-14T14:36:00.480370|[-1.0, 0.0, 0.0, 1.0, 4.90555572509766, 3.0]
2020-08-14T14:36:00.546069|[-1.0, 0.0, 0.0, 1.0, 5.58397531509399, 3.0]
2020-08-14T14:36:00.675466|[-1.0, 0.0, 0.0, 1.0, 4.14352941513062, 2.0]
2020-08-14T14:36:00.850250|[-1.0, 0.0, 0.0, 1.0, 3.2981903553009, 2.0]
2020-08-14T14:36:01.070193|[-1.0, 0.0, 0.0, 1.0, 2.62305760383606, 3.0]
2020-08-14T14:36:01.134125|[-1.0, 0.0, 0.0, 1.0, 1.78043043613434, 3.0]
2020-08-14T14:36:01.226307|[0.0, 0.0, 0.0, 0.0, 0.939177989959717, 3.0]
2020-08-14T14:36:01.414508|[0.0, 0.0, 0.0, 0.0, 0.930804312229156, 3.0]
2020-08-14T14:36:01.626361|[1.0, 1.0, 0.0, 0.0, 1.39359378814697, 3.0]
2020-08-14T14:36:01.709730|[1.0, 1.0, 0.0, 0.0, 0.92905068397522, 3.0]
2020-08-14T14:36:02.178782|[1.0, 1.0, 0.0, 0.0, 2.32182192802429, 3.0]
2020-08-14T14:36:02.247931|[1.0, 1.0, 0.0, 0.0, 1.87580800056458, 3.0]
2020-08-14T14:36:02.314383|[1.0, 1.0, 0.0, 0.0, 2.77888798713684, 3.0]
2020-08-14T14:36:02.614238|[1.0, 1.0, 0.0, 0.0, 3.24648213386536, 3.0]
2020-08-14T14:36:02.701055|[1.0, 1.0, 0.0, 0.0, 3.72407841682434, 3.0]
2020-08-14T14:36:02.818621|[1.0, 1.0, 0.0, 0.0, 4.26578426361084, 2.0]
2020-08-14T14:36:02.962093|[1.0, 1.0, 0.0, 0.0, 4.70697450637817, 2.0]
2020-08-14T14:36:03.157712|[1.0, 1.0, 0.0, 0.0, 5.60912561416626, 3.0]
2020-08-14T14:36:03.304558|[1.0, 1.0, 0.0, 0.0, 6.24204969406128, 3.0]
2020-08-14T14:36:03.389116|[1.0, 1.0, 0.0, 0.0, 6.82536172866821, 3.0]
2020-08-14T14:36:03.540902|[0.0, 0.0, 0.0, 0.0, 7.41514205932617, 3.0]
2020-08-14T14:36:03.783642|[-1.0, 0.0, 0.0, 1.0, 6.65489912033081, 3.0]
2020-08-14T14:36:03.860839|[-1.0, 0.0, 0.0, 1.0, 7.46365070343018, 3.0]
2020-08-14T14:36:03.954044|[-1.0, 0.0, 0.0, 1.0, 5.88979196548462, 3.0]
2020-08-14T14:36:04.178013|[-1.0, 0.0, 0.0, 1.0, 4.19422101974487, 3.0]
2020-08-14T14:36:04.269266|[-1.0, 0.0, 0.0, 1.0, 5.04120111465454, 3.0]
2020-08-14T14:36:04.380710|[-1.0, 0.0, 0.0, 1.0, 3.34886360168457, 3.0]
2020-08-14T14:36:04.606203|[0.0, 0.0, 0.0, 0.0, 2.67367458343506, 3.0]
2020-08-14T14:36:04.851405|[0.0, 0.0, 0.0, 0.0, 2.6515781879425, 3.0]
2020-08-14T14:36:04.929762|[0.0, 0.0, 0.0, 0.0, 2.6468448638916, 3.0]
2020-08-14T14:36:05.003616|[0.0, 0.0, 0.0, 0.0, 2.64113593101501, 3.0]
2020-08-14T14:36:05.071656|[0.0, 0.0, 0.0, 0.0, 2.63594651222229, 2.0]
2020-08-14T14:36:05.194249|[0.0, 0.0, 0.0, 0.0, 2.6317892074585, 2.0]
2020-08-14T14:36:05.684184|[0.0, 0.0, 0.0, 0.0, 2.62710928916931, 2.0]
2020-08-14T14:36:05.762666|[0.0, 0.0, 0.0, 0.0, 2.62191128730774, 2.0]
2020-08-14T14:36:05.835885|[0.0, 0.0, 0.0, 0.0, 2.61671829223633, 2.0]
2020-08-14T14:36:05.921333|[0.0, 0.0, 0.0, 0.0, 2.61153364181519, 2.0]
2020-08-14T14:36:05.983103|[0.0, 0.0, 0.0, 0.0, 2.60635542869568, 2.0]
2020-08-14T14:36:06.054005|[0.0, 0.0, 0.0, 0.0, 2.60273408889771, 2.0]
2020-08-14T14:36:06.185048|[0.0, 0.0, 0.0, 0.0, 2.59756731987, 3.0]
2020-08-14T14:36:06.683408|[0.0, 0.0, 0.0, 0.0, 2.59241056442261, 3.0]
2020-08-14T14:36:06.764468|[0.0, 0.0, 0.0, 0.0, 2.5872654914856, 3.0]
2020-08-14T14:36:06.833155|[0.0, 0.0, 0.0, 0.0, 2.58214640617371, 3.0]
2020-08-14T14:36:06.920248|[0.0, 0.0, 0.0, 0.0, 2.57754874229431, 2.0]
2020-08-14T14:36:07.004527|[0.0, 0.0, 0.0, 0.0, 2.57295632362366, 2.0]
2020-08-14T14:36:07.080738|[0.0, 0.0, 0.0, 0.0, 2.56887817382813, 2.0]
2020-08-14T14:36:07.347726|[0.0, 0.0, 0.0, 0.0, 2.56378793716431, 2.0]
2020-08-14T14:36:07.424677|[0.0, 0.0, 0.0, 0.0, 2.55870628356934, 2.0]
2020-08-14T14:36:07.495432|[0.0, 0.0, 0.0, 0.0, 2.55363321304321, 2.0]
2020-08-14T14:36:07.734295|[0.0, 0.0, 0.0, 0.0, 2.5485692024231, 2.0]
2020-08-14T14:36:07.811355|[0.0, 0.0, 0.0, 0.0, 2.54503011703491, 2.0]
2020-08-14T14:36:08.054437|[0.0, 0.0, 0.0, 0.0, 2.53547072410584, 2.0]
2020-08-14T14:36:08.471345|[0.0, 0.0, 0.0, 0.0, 2.53146243095398, 2.0]
2020-08-14T14:36:08.544056|[0.0, 0.0, 0.0, 0.0, 2.52645587921143, 2.0]
2020-08-14T14:36:08.607602|[0.0, 0.0, 0.0, 0.0, 2.52195596694946, 2.0]
2020-08-14T14:36:08.678357|[0.0, 0.0, 0.0, 0.0, 2.5174605846405, 2.0]
2020-08-14T14:36:09.567279|[0.0, 0.0, 0.0, 0.0, 2.51247453689575, 2.0]
2020-08-14T14:36:09.653669|[0.0, 0.0, 0.0, 0.0, 2.50749850273132, 2.0]
2020-08-14T14:36:09.720481|[0.0, 0.0, 0.0, 0.0, 2.50352382659912, 2.0]
2020-08-14T14:36:09.785105|[0.0, 0.0, 0.0, 0.0, 2.49856519699097, 2.0]
2020-08-14T14:36:09.851177|[0.0, 0.0, 0.0, 0.0, 2.49017858505249, 2.0]
2020-08-14T14:36:09.926407|[0.0, 0.0, 0.0, 0.0, 2.49411988258362, 2.0]
2020-08-14T14:36:09.999175|[0.0, 0.0, 0.0, 0.0, 2.4852602481842, 2.0]
2020-08-14T14:36:10.069987|[0.0, 0.0, 0.0, 0.0, 2.48084092140198, 2.0]
2020-08-14T14:36:10.136018|[0.0, 0.0, 0.0, 0.0, 2.47593784332275, 2.0]
2020-08-14T14:36:10.208946|[0.0, 0.0, 0.0, 0.0, 2.47103929519653, 2.0]
2020-08-14T14:36:10.284282|[0.0, 0.0, 0.0, 0.0, 2.46614837646484, 1.0]
2020-08-14T14:36:10.503040|[0.0, 0.0, 0.0, 0.0, 2.46126961708069, 1.0]
2020-08-14T14:36:10.601062|[0.0, 0.0, 0.0, 0.0, 2.45639848709106, 1.0]
2020-08-14T14:36:10.686943|[0.0, 0.0, 0.0, 0.0, 2.45251297950745, 1.0]
2020-08-14T14:36:10.756538|[0.0, 0.0, 0.0, 0.0, 2.44864368438721, 1.0]
2020-08-14T14:36:10.898192|[0.0, 0.0, 0.0, 0.0, 2.43947148323059, 1.0]
2020-08-14T14:36:11.027708|[0.0, 0.0, 0.0, 0.0, 2.43465638160706, 1.0]
2020-08-14T14:36:11.184514|[0.0, 0.0, 0.0, 0.0, 2.43032956123352, 1.0]
2020-08-14T14:36:11.419674|[1.0, 1.0, 0.0, 0.0, 2.92879199981689, 1.0]
2020-08-14T14:36:11.783732|[1.0, 1.0, 0.0, 0.0, 3.34680342674255, 1.0]
2020-08-14T14:36:11.863142|[1.0, 1.0, 0.0, 0.0, 3.88036346435547, 1.0]
2020-08-14T14:36:12.166719|[1.0, 1.0, 0.0, 0.0, 4.42543506622314, 1.0]
2020-08-14T14:36:12.704079|[1.0, 1.0, 0.0, 0.0, 4.98100328445435, 1.0]
2020-08-14T14:36:12.939575|[0.0, 0.0, 0.0, 0.0, 5.43330907821655, 1.0]
2020-08-14T14:36:13.008634|[0.0, 0.0, 0.0, 0.0, 5.46124315261841, 1.0]
2020-08-14T14:36:13.076671|[0.0, 0.0, 0.0, 0.0, 5.45317983627319, 1.0]
2020-08-14T14:36:13.143678|[0.0, 0.0, 0.0, 0.0, 5.44278764724731, 1.0]
2020-08-14T14:36:13.208150|[0.0, 0.0, 0.0, 0.0, 5.43010377883911, 1.0]
2020-08-14T14:36:13.273418|[-1.0, 0.0, 0.0, 1.0, 5.41976594924927, 1.0]
2020-08-14T14:36:13.340880|[-1.0, 0.0, 0.0, 1.0, 4.60432004928589, 1.0]
2020-08-14T14:36:13.414093|[-1.0, 0.0, 0.0, 1.0, 3.75826215744019, 1.0]
2020-08-14T14:36:13.482085|[-1.0, 0.0, 0.0, 1.0, 2.91368985176086, 1.0]
2020-08-14T14:36:13.550933|[-1.0, 0.0, 0.0, 1.0, 2.07056975364685, 1.0]
2020-08-14T14:36:13.641825|[-1.0, 0.0, 0.0, 1.0, 1.22884654998779, 1.0]
2020-08-14T14:36:13.717008|[-1.0, 0.0, 0.0, 1.0, 0.388455986976624, 1.0]
2020-08-14T14:36:13.800663|[0.0, 0.0, 0.0, 0.0, 0.00320412730798125, 1.0]
2020-08-14T14:36:14.061745|[0.0, 0.0, 0.0, 0.0, 0.00486254040151834, 1.0]
2020-08-14T14:36:14.150395|[0.0, 0.0, 0.0, 0.0, 0.00255901413038373, 1.0]
2020-08-14T14:36:14.399125|[0.0, 0.0, 0.0, 0.0, 0.00392924714833498, 1.0]
2020-08-14T14:36:14.475016|[0.0, 0.0, 0.0, 0.0, 0.00171530223451555, 1.0]
2020-08-14T14:36:14.715800|[1.0, 1.0, 0.0, 0.0, 0.30332350730896, 1.0]
2020-08-14T14:36:14.885569|[1.0, 1.0, 0.0, 0.0, 0.749514043331146, 1.0]
2020-08-14T14:36:14.964078|[1.0, 1.0, 0.0, 0.0, 1.21066403388977, 1.0]
2020-08-14T14:36:15.038998|[1.0, 1.0, 0.0, 0.0, 2.12760138511658, 1.0]
2020-08-14T14:36:15.108737|[1.0, 1.0, 0.0, 0.0, 1.63848233222961, 1.0]
2020-08-14T14:36:15.174761|[1.0, 1.0, 0.0, 0.0, 2.57973575592041, 1.0]
2020-08-14T14:36:15.509119|[1.0, 1.0, 0.0, 0.0, 2.99072027206421, 1.0]
2020-08-14T14:36:15.599329|[1.0, 1.0, 0.0, 0.0, 3.46282625198364, 1.0]
2020-08-14T14:36:15.671031|[1.0, 1.0, 0.0, 0.0, 3.94471597671509, 1.0]
2020-08-14T14:36:15.737361|[1.0, 1.0, 0.0, 0.0, 4.49092245101929, 1.0]
2020-08-14T14:36:15.865892|[1.0, 1.0, 0.0, 0.0, 4.99143838882446, 1.0]
2020-08-14T14:36:15.972845|[1.0, 1.0, 0.0, 0.0, 5.55760765075684, 1.0]
2020-08-14T14:36:16.102846|[1.0, 1.0, 0.0, 0.0, 6.1318507194519, 1.0]
2020-08-14T14:36:16.324406|[1.0, 1.0, 0.0, 0.0, 6.71381282806396, 1.0]
2020-08-14T14:36:16.411945|[1.0, 1.0, 0.0, 0.0, 7.3024435043335, 1.0]
2020-08-14T14:36:16.597204|[1.0, 1.0, 0.0, 0.0, 7.71783018112183, 1.0]
2020-08-14T14:36:16.685530|[1.0, 1.0, 0.0, 0.0, 8.37481594085693, 1.0]
2020-08-14T14:36:16.760938|[1.0, 1.0, 0.0, 0.0, 8.91429996490479, 1.0]
2020-08-14T14:36:17.111021|[1.0, 1.0, 0.0, 0.0, 9.39216136932373, 1.0]
2020-08-14T14:36:17.195221|[1.0, 1.0, 0.0, 0.0, 10.0271167755127, 1.0]
2020-08-14T14:36:17.260761|[1.0, 1.0, 0.0, 0.0, 10.521990776062, 1.0]
2020-08-14T14:36:17.330091|[1.0, 1.0, 0.0, 0.0, 10.9273061752319, 1.0]
2020-08-14T14:36:17.462578|[1.0, 1.0, 0.0, 0.0, 11.193431854248, 1.0]
2020-08-14T14:36:17.808222|[1.0, 1.0, 0.0, 0.0, 11.4944314956665, 1.0]
2020-08-14T14:36:17.885130|[1.0, 1.0, 0.0, 0.0, 11.7630548477173, 1.0]
2020-08-14T14:36:18.056559|[1.0, 1.0, 0.0, 0.0, 12.0906896591187, 1.0]
2020-08-14T14:36:18.146505|[1.0, 1.0, 0.0, 0.0, 12.3882522583008, 1.0]
2020-08-14T14:36:18.213057|[1.0, 1.0, 0.0, 0.0, 12.6403112411499, 2.0]
2020-08-14T14:36:18.567876|[1.0, 1.0, 0.0, 0.0, 13.0041856765747, 2.0]
2020-08-14T14:36:18.665911|[1.0, 1.0, 0.0, 0.0, 13.3157739639282, 2.0]
2020-08-14T14:36:18.850637|[0.0, 0.0, 0.0, 0.0, 13.7102575302124, 2.0]
2020-08-14T14:36:18.924315|[0.0, 0.0, 0.0, 0.0, 13.9041547775269, 2.0]
2020-08-14T14:36:19.193498|[0.0, 0.0, 0.0, 0.0, 14.0211486816406, 2.0]
2020-08-14T14:36:19.268041|[0.0, 0.0, 0.0, 0.0, 13.9895792007446, 2.0]
2020-08-14T14:36:19.663428|[0.0, 0.0, 0.0, 0.0, 13.9579877853394, 2.0]
2020-08-14T14:36:19.756258|[0.0, 0.0, 0.0, 0.0, 13.9230785369873, 2.0]
2020-08-14T14:36:19.847729|[0.0, 0.0, 0.0, 0.0, 13.8918075561523, 2.0]
2020-08-14T14:36:19.924226|[0.0, 0.0, 0.0, 0.0, 13.8571834564209, 2.0]
2020-08-14T14:36:20.011708|[0.0, 0.0, 0.0, 0.0, 13.8330068588257, 2.0]
2020-08-14T14:36:20.188517|[0.0, 0.0, 0.0, 0.0, 13.7985792160034, 2.0]
2020-08-14T14:36:20.305939|[0.0, 0.0, 0.0, 0.0, 13.7711086273193, 2.0]
2020-08-14T14:36:20.418347|[0.0, 0.0, 0.0, 0.0, 13.7368764877319, 2.0]
2020-08-14T14:36:21.045039|[0.0, 0.0, 0.0, 0.0, 13.6993322372437, 2.0]
2020-08-14T14:36:21.204826|[0.0, 0.0, 0.0, 0.0, 13.6687183380127, 2.0]
2020-08-14T14:36:21.272091|[0.0, 0.0, 0.0, 0.0, 13.6347942352295, 2.0]
2020-08-14T14:36:21.345199|[0.0, 0.0, 0.0, 0.0, 13.6009798049927, 2.0]
2020-08-14T14:36:21.705925|[0.0, 0.0, 0.0, 0.0, 13.5672674179077, 2.0]
2020-08-14T14:36:21.818571|[0.0, 0.0, 0.0, 0.0, 13.5336589813232, 2.0]
2020-08-14T14:36:21.890873|[0.0, 0.0, 0.0, 0.0, 13.5001535415649, 2.0]
2020-08-14T14:36:22.035830|[-1.0, 0.0, 0.0, 1.0, 13.4700880050659, 2.0]
2020-08-14T14:36:22.112979|[-1.0, 0.0, 0.0, 1.0, 12.677433013916, 2.0]
2020-08-14T14:36:22.312997|[-1.0, 0.0, 0.0, 1.0, 11.8131103515625, 2.0]
2020-08-14T14:36:22.406966|[-1.0, 0.0, 0.0, 1.0, 11.1231527328491, 2.0]
2020-08-14T14:36:22.483371|[0.0, 0.0, 0.0, 0.0, 10.2626285552979, 2.0]
2020-08-14T14:36:22.582037|[0.0, 0.0, 0.0, 0.0, 10.1810855865479, 2.0]
2020-08-14T14:36:22.900286|[0.0, 0.0, 0.0, 0.0, 10.1573467254639, 2.0]
2020-08-14T14:36:23.059897|[0.0, 0.0, 0.0, 0.0, 10.1337718963623, 2.0]
2020-08-14T14:36:23.133969|[0.0, 0.0, 0.0, 0.0, 10.1102666854858, 2.0]
2020-08-14T14:36:23.221284|[0.0, 0.0, 0.0, 0.0, 10.0681056976318, 1.0]
2020-08-14T14:36:23.287578|[0.0, 0.0, 0.0, 0.0, 10.0915060043335, 1.0]
2020-08-14T14:36:23.352316|[0.0, 0.0, 0.0, 0.0, 10.0470952987671, 1.0]
2020-08-14T14:36:23.503864|[0.0, 0.0, 0.0, 0.0, 10.0284547805786, 1.0]
2020-08-14T14:36:23.735827|[0.0, 0.0, 0.0, 0.0, 10.002893447876, 1.0]
2020-08-14T14:36:23.807014|[0.0, 0.0, 0.0, 0.0, 9.97972583770752, 1.0]
2020-08-14T14:36:23.943539|[0.0, 0.0, 0.0, 0.0, 9.95892715454102, 1.0]
2020-08-14T14:36:24.081256|[0.0, 0.0, 0.0, 0.0, 9.91518974304199, 1.0]
2020-08-14T14:36:24.160239|[0.0, 0.0, 0.0, 0.0, 9.93817901611328, 1.0]
2020-08-14T14:36:24.294837|[0.0, 0.0, 0.0, 0.0, 9.89455127716064, 1.0]
2020-08-14T14:36:24.553168|[0.0, 0.0, 0.0, 0.0, 9.87167644500732, 2.0]
2020-08-14T14:36:24.659517|[0.0, 0.0, 0.0, 0.0, 9.8488712310791, 2.0]
2020-08-14T14:36:24.810183|[0.0, 0.0, 0.0, 0.0, 9.82839012145996, 2.0]
2020-08-14T14:36:24.905325|[1.0, 1.0, 0.0, 0.0, 10.3593511581421, 2.0]
2020-08-14T14:36:25.100633|[1.0, 1.0, 0.0, 0.0, 11.4130039215088, 2.0]
2020-08-14T14:36:25.571924|[1.0, 1.0, 0.0, 0.0, 10.952826499939, 2.0]
2020-08-14T14:36:25.658822|[1.0, 1.0, 0.0, 0.0, 11.9134931564331, 2.0]
2020-08-14T14:36:25.731760|[1.0, 1.0, 0.0, 0.0, 12.275689125061, 2.0]
2020-08-14T14:36:25.798097|[0.0, 0.0, 0.0, 0.0, 12.5765972137451, 2.0]
2020-08-14T14:36:26.135980|[-1.0, 0.0, 0.0, 1.0, 12.8186655044556, 2.0]
2020-08-14T14:36:26.246265|[-1.0, 0.0, 0.0, 1.0, 12.521900177002, 2.0]
2020-08-14T14:36:26.316217|[-1.0, 0.0, 0.0, 1.0, 11.744649887085, 2.0]
2020-08-14T14:36:26.381142|[-1.0, 0.0, 0.0, 1.0, 10.882700920105, 2.0]
2020-08-14T14:36:26.635523|[-1.0, 0.0, 0.0, 1.0, 10.0227699279785, 2.0]
2020-08-14T14:36:26.698259|[-1.0, 0.0, 0.0, 1.0, 9.16495323181152, 2.0]
2020-08-14T14:36:27.150055|[0.0, 0.0, 0.0, 0.0, 7.71134662628174, 3.0]
2020-08-14T14:36:27.226614|[0.0, 0.0, 0.0, 0.0, 7.64993381500244, 3.0]
2020-08-14T14:36:27.297028|[0.0, 0.0, 0.0, 0.0, 7.63805913925171, 3.0]
2020-08-14T14:36:27.586487|[0.0, 0.0, 0.0, 0.0, 7.62626600265503, 3.0]
2020-08-14T14:36:27.893883|[1.0, 1.0, 0.0, 0.0, 7.59270191192627, 3.0]
2020-08-14T14:36:28.250367|[1.0, 1.0, 0.0, 0.0, 9.14055633544922, 4.0]
2020-08-14T14:36:28.387639|[1.0, 1.0, 0.0, 0.0, 9.0815258026123, 4.0]
2020-08-14T14:36:28.549299|[1.0, 1.0, 0.0, 0.0, 9.71442222595215, 4.0]
2020-08-14T14:36:28.656460|[1.0, 1.0, 0.0, 0.0, 10.2002210617065, 4.0]
2020-08-14T14:36:28.852336|[1.0, 1.0, 0.0, 0.0, 10.5318851470947, 4.0]
2020-08-14T14:36:29.104548|[0.0, 0.0, 0.0, 0.0, 11.1380224227905, 4.0]
2020-08-14T14:36:29.292232|[1.0, 1.0, 0.0, 0.0, 10.83864402771, 4.0]
2020-08-14T14:36:29.367442|[-1.0, 0.0, 0.0, 1.0, 11.2715215682983, 4.0]
2020-08-14T14:36:29.438335|[-1.0, 0.0, 0.0, 1.0, 11.4388399124146, 4.0]
2020-08-14T14:36:29.637754|[-1.0, 0.0, 0.0, 1.0, 10.4167232513428, 4.0]
2020-08-14T14:36:29.744209|[-1.0, 0.0, 0.0, 1.0, 9.55807399749756, 4.0]
2020-08-14T14:36:29.936028|[-1.0, 0.0, 0.0, 1.0, 8.70140361785889, 4.0]
2020-08-14T14:36:30.093896|[-1.0, 0.0, 0.0, 1.0, 7.84669923782349, 4.0]
2020-08-14T14:36:30.186303|[-1.0, 0.0, 0.0, 1.0, 6.99395275115967, 4.0]
2020-08-14T14:36:30.439142|[-1.0, 0.0, 0.0, 1.0, 6.22808837890625, 4.0]
2020-08-14T14:36:31.170727|[-1.0, 0.0, 0.0, 1.0, 5.37882518768311, 4.0]
2020-08-14T14:36:31.245275|[-1.0, 0.0, 0.0, 1.0, 4.53129768371582, 3.0]
2020-08-14T14:36:31.313617|[-1.0, 0.0, 0.0, 1.0, 3.68536043167114, 4.0]
2020-08-14T14:36:31.378289|[-1.0, 0.0, 0.0, 1.0, 2.92532587051392, 4.0]
2020-08-14T14:36:31.449271|[-1.0, 0.0, 0.0, 1.0, 2.08222556114197, 4.0]
2020-08-14T14:36:31.520816|[0.0, 0.0, 0.0, 0.0, 1.2405104637146, 4.0]
2020-08-14T14:36:31.594837|[0.0, 0.0, 0.0, 0.0, 1.23000228404999, 4.0]
2020-08-14T14:36:31.687912|[1.0, 1.0, 0.0, 0.0, 1.22765171527863, 4.0]
2020-08-14T14:36:31.850682|[1.0, 1.0, 0.0, 0.0, 1.69994723796844, 4.0]
2020-08-14T14:36:32.146195|[1.0, 1.0, 0.0, 0.0, 2.1913628578186, 4.0]
2020-08-14T14:36:32.236656|[1.0, 1.0, 0.0, 0.0, 2.69644069671631, 4.0]
2020-08-14T14:36:33.059750|[1.0, 1.0, 0.0, 0.0, 3.21465754508972, 4.0]
2020-08-14T14:36:33.155810|[1.0, 1.0, 0.0, 0.0, 3.6916491985321, 4.0]
2020-08-14T14:36:33.219188|[1.0, 1.0, 0.0, 0.0, 4.23271942138672, 4.0]
2020-08-14T14:36:33.282029|[1.0, 1.0, 0.0, 0.0, 4.78462028503418, 4.0]
2020-08-14T14:36:33.347641|[1.0, 1.0, 0.0, 0.0, 5.29060554504395, 3.0]
2020-08-14T14:36:33.415274|[1.0, 1.0, 0.0, 0.0, 5.86089181900024, 3.0]
2020-08-14T14:36:33.516371|[1.0, 1.0, 0.0, 0.0, 6.43937158584595, 3.0]
2020-08-14T14:36:33.898122|[0.0, 0.0, 0.0, 0.0, 7.02501487731934, 4.0]
2020-08-14T14:36:33.979839|[0.0, 0.0, 0.0, 0.0, 7.06629085540771, 4.0]
2020-08-14T14:36:34.053669|[0.0, 0.0, -0.100000001490116, 0.0, 7.05087041854858, 4.0]
2020-08-14T14:36:34.125449|[0.0, 0.0, -0.200000002980232, 0.0, 7.02475261688232, 4.0]
2020-08-14T14:36:34.198270|[0.0, 0.0, -0.200000002980232, 0.0, 6.98531532287598, 4.0]
2020-08-14T14:36:34.527980|[0.0, 0.0, 0.0, 0.0, 6.97165679931641, 4.0]
2020-08-14T14:36:34.641817|[0.0, 0.0, 0.0, 0.0, 6.95585203170776, 4.0]
2020-08-14T14:36:34.773477|[0.0, 0.0, 0.0, 0.0, 6.94220399856567, 4.0]
2020-08-14T14:36:34.936549|[0.0, 0.0, 0.0, 0.0, 6.92556476593018, 4.0]
2020-08-14T14:36:35.132513|[0.0, 0.0, 0.0, 0.0, 6.91047811508179, 4.0]
2020-08-14T14:36:35.253534|[0.0, 0.0, 0.0, 0.0, 6.89693403244019, 2.0]
2020-08-14T14:36:36.062699|[0.0, 0.0, 0.0, 0.0, 6.88191986083984, 3.0]
2020-08-14T14:36:36.132410|[0.0, 0.0, 0.0, 0.0, 6.86694574356079, 3.0]
2020-08-14T14:36:36.204971|[0.0, 0.0, -0.100000001490116, 0.0, 6.85499048233032, 3.0]
2020-08-14T14:36:36.276386|[0.0, 0.0, -0.100000001490116, 0.0, 6.83350372314453, 3.0]
2020-08-14T14:36:36.343461|[0.0, 0.0, 0.0, 0.0, 6.81713581085205, 3.0]
2020-08-14T14:36:36.771841|[0.0, 0.0, 0.0, 0.0, 6.80230808258057, 3.0]
2020-08-14T14:36:36.853626|[0.0, 0.0, 0.0, 0.0, 6.78753328323364, 3.0]
2020-08-14T14:36:36.921460|[0.0, 0.0, 0.0, 0.0, 6.77573680877686, 3.0]
2020-08-14T14:36:37.157357|[0.0, 0.0, 0.0, 0.0, 6.7610239982605, 2.0]
2020-08-14T14:36:37.231596|[0.0, 0.0, 0.0641651004552841, 0.0, 6.73902368545532, 2.0]
