Wall time,Step,Value
1600362361.4652238,0,0.025273798033595085
1600362505.0970747,1,0.023938346654176712
1600362634.4464087,2,0.022727472707629204
1600362757.1876128,3,0.02166064828634262
1600362879.9441216,4,0.020770588889718056
1600363002.7152963,5,0.020014651119709015
1600363125.5451517,6,0.019226185977458954
1600363248.3142545,7,0.01844394952058792
1600363371.15259,8,0.017686383798718452
1600363493.9106472,9,0.016818566247820854
1600363616.3719084,10,0.01604270562529564
1600363738.877836,11,0.015247399918735027
1600363861.275304,12,0.014603259041905403
1600363983.82951,13,0.014249631203711033
1600364106.3163633,14,0.01331027690321207
1600364228.716058,15,0.012827630154788494
1600364351.2666006,16,0.012392424046993256
1600364473.685721,17,0.011928497813642025
1600364596.1798697,18,0.011508136987686157
1600364718.6956396,19,0.011136746034026146
1600364841.2075596,20,0.010710099712014198
1600364963.636804,21,0.010296615771949291
1600365086.1897697,22,0.010048219002783298
1600365208.5652735,23,0.00975344143807888
1600365330.9534748,24,0.00959529634565115
1600365453.3651454,25,0.009264746680855751
1600365576.0519807,26,0.008802345022559166
1600365698.8376837,27,0.008562160655856133
1600365821.4861426,28,0.008187374100089073
1600365944.1842647,29,0.008141114376485348
1600366067.100956,30,0.007882017642259598
1600366189.8418927,31,0.0076056793332099915
1600366312.5716572,32,0.007315897382795811
1600366435.3735,33,0.007184104062616825
1600366557.918876,34,0.006935054901987314
1600366680.3623724,35,0.006909362506121397
1600366802.8132706,36,0.0067362478002905846
1600366925.1997187,37,0.0063998340629041195
1600367047.6476579,38,0.006257813889533281
1600367170.2012272,39,0.006257943343371153
1600367292.576934,40,0.006047115195542574
1600367414.9710546,41,0.005902680568397045
1600367537.450502,42,0.005636039189994335
1600367659.8499045,43,0.005740901920944452
1600367782.279552,44,0.005684978794306517
1600367904.7093515,45,0.005432358011603355
1600368027.180788,46,0.005464411806315184
1600368149.6081326,47,0.005312895402312279
1600368272.0225334,48,0.005201089195907116
1600368394.4749687,49,0.005026286467909813
