Wall time,Step,Value
1601727494.0177119,0,0.6536679267883301
1601727618.6575727,1,0.6207802295684814
1601727743.386652,2,0.6170666813850403
1601727867.90514,3,0.6166208982467651
1601727992.6681364,4,0.6146376132965088
1601728117.4267638,5,0.6126645803451538
1601728242.3854547,6,0.6094783544540405
1601728367.28511,7,0.6056246757507324
1601728492.040551,8,0.6017482876777649
1601728616.6388533,9,0.5976040363311768
1601728740.9700313,10,0.5934566259384155
1601728865.4273546,11,0.5901636481285095
1601728989.8183482,12,0.5858873724937439
1601729114.2618325,13,0.5821652412414551
1601729238.7232773,14,0.5777596831321716
1601729363.0767865,15,0.5735710859298706
1601729487.5922885,16,0.5691694021224976
1601729611.9871876,17,0.5650397539138794
1601729736.4323425,18,0.560348629951477
1601729860.8258567,19,0.5558263063430786
1601729985.3134038,20,0.5508544445037842
1601730109.6449986,21,0.5455002784729004
1601730234.0178316,22,0.5394088625907898
1601730358.4615695,23,0.5333789587020874
1601730482.9438438,24,0.526236891746521
1601730607.4251432,25,0.51897794008255
1601730731.800026,26,0.5108994245529175
1601730856.106938,27,0.5018432140350342
1601730980.4295344,28,0.4930151104927063
1601731104.794223,29,0.48338213562965393
1601731229.1721227,30,0.47267061471939087
1601731353.5057461,31,0.4631109833717346
1601731477.7026703,32,0.45167049765586853
1601731602.0698545,33,0.440726637840271
1601731726.311866,34,0.43049585819244385
1601731850.7095792,35,0.4190705716609955
1601731975.07542,36,0.40925127267837524
1601732099.3967276,37,0.4000336527824402
1601732223.5711174,38,0.38972336053848267
1601732347.7129803,39,0.3803892731666565
1601732472.0313406,40,0.37150758504867554
1601732596.3222287,41,0.3620873987674713
1601732720.4340277,42,0.3532242476940155
1601732844.604599,43,0.34443196654319763
1601732968.823975,44,0.3362892270088196
1601733093.0680904,45,0.3280813992023468
1601733217.2732892,46,0.3217863440513611
1601733341.4571552,47,0.31331413984298706
1601733465.6854544,48,0.306059330701828
1601733589.9234962,49,0.3001965880393982
