Wall time,Step,Value
1600714543.5474555,0,0.6404526233673096
1600714727.892547,1,0.6094133257865906
1600714909.0563693,2,0.599563479423523
1600715082.6890588,3,0.5869807004928589
1600715251.615808,4,0.5732383728027344
1600715419.1604302,5,0.5546450614929199
1600715587.4722934,6,0.5325467586517334
1600715757.4708285,7,0.5049170255661011
1600715933.3672242,8,0.4727521538734436
1600716104.466639,9,0.4407322108745575
1600716275.4361093,10,0.4099041819572449
1600716415.155154,11,0.3861466944217682
1600716540.53696,12,0.3617531359195709
1600716665.9371743,13,0.34047314524650574
1600716791.327245,14,0.3210931420326233
1600716916.7486203,15,0.30208250880241394
1600717042.0735507,16,0.28934192657470703
1600717167.4047933,17,0.2763008773326874
1600717292.8001719,18,0.2648856043815613
1600717418.2231212,19,0.25043103098869324
1600717543.5517066,20,0.24086688458919525
1600717668.9256194,21,0.23006711900234222
1600717794.1262534,22,0.22074994444847107
1600717919.4509773,23,0.21243469417095184
1600718044.7450373,24,0.2037212997674942
1600718170.163534,25,0.1971597671508789
1600718295.5781963,26,0.18842275440692902
1600718420.9213874,27,0.18297907710075378
1600718546.284278,28,0.1753203123807907
1600718671.8693008,29,0.16891130805015564
1600718797.510802,30,0.1642719805240631
1600718923.045041,31,0.1565096229314804
1600719048.7907546,32,0.15380162000656128
1600719174.5129986,33,0.1481052041053772
1600719300.0444026,34,0.14387521147727966
1600719425.7429078,35,0.13883231580257416
1600719551.397793,36,0.1359003186225891
1600719676.8966665,37,0.13028255105018616
1600719802.248524,38,0.12686647474765778
1600719927.5662587,39,0.12437586486339569
1600720052.98964,40,0.12130322307348251
1600720178.2835574,41,0.11747371405363083
1600720303.6354218,42,0.1137680932879448
1600720428.8723006,43,0.11084040254354477
1600720554.2078469,44,0.11023663729429245
1600720679.6164012,45,0.10668621212244034
1600720804.8982277,46,0.10644292831420898
1600720930.1760144,47,0.10497862100601196
1600721055.4923131,48,0.10003440082073212
1600721180.8100994,49,0.09939833730459213
